AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.519,0.528,0.66,0.377,-0.141,-0.269,0.425,0.478,0.665,0.405
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2026.4,2238.8,1686.0,1721.2,1756.7,1794.4,1832.5,1812.4,1885.0,1315.1
Revenue,56.9,50.1,50.0,47.6,102.6,56.9,57.4,65.8,113.4,57.3
Shares_Diluted,44.2789,44.3061,44.5103,44.4211,44.3767,44.2633,43.5854,42.8078,42.0541,
Total_Assets,3455.7,3552.7,3189.8,3111.0,3340.1,3501.9,3540.6,3191.0,3059.1,2640.2
Total_Liabilities,2400.2,2514.0,2182.1,2124.3,2377.3,2571.4,2514.7,2200.4,2126.9,1728.4
