AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.978,1.003,1.204,1.147,1.011,1.061,0.672,0.797,0.643,0.76,0.696,-0.155,0.696,0.77,0.831,0.7809999999999999,0.7829999999999999,0.642,0.655
Goodwill_Intangibles,13.9,15.3,16.9,17.9,18.7,19.6,20.5,21.3,22.2,23.0,86.8,87.9,87.0,86.5,107.7,108.3,103.4,59.0,55.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1536.2,1569.3,1566.0,1595.7,1559.4,1560.5,1581.2,1561.5,1545.4,1582.2,1545.8,1579.0,1061.3,1022.0,991.1,1089.3,1139.7,1112.9,1100.9
Revenue,310.6,314.7,296.2,286.8,293.0,338.4,325.8,337.0,328.8,369.9,375.2,364.4,329.1,388.0,380.3,395.0,363.6,331.5,330.7
Shares_Diluted,161.349,161.802,164.738,175.419,179.079,182.346,188.042,194.638,195.203,194.827,194.156,193.299,201.819,209.409,208.691,213.603,218.343,217.863,217.902
Total_Assets,7204.4,7063.7,6985.8,7274.3,7615.7,7839.2,8041.6,8009.1,7920.9,7948.0,7777.3,7569.3,6690.4,6808.3,6670.6,6592.1,6599.6,6314.7,6269.5
Total_Liabilities,3097.9,3144.4,3247.8,3343.3,3468.2,3580.4,3783.7,3675.2,3685.6,3663.7,3655.0,3583.3,2825.9,2759.6,2748.1,2808.9,2889.5,2825.9,2922.2
