AAII_QTR_DATA,09/30/2022,03/31/2022,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018,09/30/2017,03/31/2017,09/30/2016
Current_Assets,17865.4,22292.1,20465.3,12333.1,6012.6,7199.0,8323.4,9861.0,8035.5,8243.1,8117.7,19281.7,8184.8
Current_Liabilities,25068.2,30739.6,29694.6,11625.7,7608.6,10627.9,11836.7,11329.1,9493.3,10730.4,10560.8,14930.8,10918.2
Diluted_EPS,2.125,3.194,0.822,1.814,1.058,1.54,0.708,1.959,0.736,5.218,1.3159999999999998,14.945,0.927
Goodwill_Intangibles,17272.2,15889.8,15738.4,7484.5,9216.9,8695.7,9307.5,8628.7,7906.3,7826.1,9119.3,9970.4,8690.9
Inventory,1205.0,634.2,640.4,544.8,621.7,681.3,579.5,459.2,507.8,420.7,648.8,572.5,568.6
LT_Debt,48879.3,41379.9,41140.4,34106.4,37082.3,33162.0,32572.5,30104.2,27135.2,27363.4,30773.5,32873.0,35797.6
Revenue,11720.0,14046.9,8613.8,9432.8,7525.4,10239.5,7804.6,10655.2,7325.7,10568.8,9246.6,12436.4,8006.3
Shares_Diluted,733.6,729.6,716.8,710.0,706.0,702.0,689.2,684.2,676.2,679.6,710.8,692.9994,692.9994
Total_Assets,124811.1,117721.3,110372.1,83415.1,81626.8,83842.0,82256.0,78137.1,70135.0,72532.0,79690.2,93525.1,80223.7
Total_Liabilities,92630.7,88144.5,84782.6,58794.9,58890.4,59306.1,58684.4,54125.0,47839.3,49296.9,56371.8,64592.5,64214.9
