AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,2108.7,2011.7,2024.3,1859.2,1571.9,1550.9,1565.9,1461.9,1323.3,1337.3,1502.6,1396.8,1373.4,1297.7,1461.8,1444.8,1235.2,1184.1,1214.0,1116.2
Current_Liabilities,1636.3,1479.6,1468.3,1380.7,1166.7,1092.2,1072.9,944.4,900.0,963.5,1067.0,999.7,824.5,866.4,1033.7,912.6,1062.8,986.1,725.2,801.0
Diluted_EPS,0.19,0.575,0.728,0.347,0.156,0.425,0.685,0.497,0.259,0.559,0.763,0.497,0.125,0.474,0.69,0.312,0.208,0.402,0.546,0.223
Goodwill_Intangibles,779.8,781.0,782.0,783.3,784.7,788.0,739.9,741.3,738.9,740.5,739.1,740.2,747.8,696.6,696.9,690.7,691.1,675.7,644.5,
Inventory,425.8,387.5,398.6,401.4,380.3,335.6,312.3,316.3,316.7,291.2,286.2,302.8,306.0,278.4,286.1,325.9,311.5,287.3,270.3,278.2
LT_Debt,2769.0,2763.4,2774.0,2713.5,2599.8,2593.8,2326.7,2335.5,2251.7,2211.6,2268.7,2265.3,2438.7,2226.6,2180.9,2328.0,1946.2,1856.8,1911.6,1743.7
Revenue,1737.3,1859.2,1977.2,1720.9,1416.6,1443.1,1586.0,1423.7,1227.9,1385.2,1587.3,1362.9,1197.4,1378.2,1563.8,1303.6,1091.2,1209.9,1280.8,1064.6
Shares_Diluted,203.91,203.795,203.351,203.401,203.391,203.667,203.19,201.693,200.952,200.739,200.619,200.539,200.456,200.405,199.383,198.287,196.414,196.288,196.265,196.169
Total_Assets,9842.6,9660.8,9607.1,9329.1,8970.7,8910.4,8568.9,8298.2,8069.3,8053.4,8125.5,7911.1,7850.5,7683.1,7730.6,7591.5,7278.9,6988.1,6718.2,6534.0
Total_Liabilities,6267.2,6073.7,6115.3,5942.3,5610.0,5527.6,5236.6,5099.4,4969.0,4974.3,5112.7,5013.4,5013.9,4835.8,4935.0,4931.2,4673.2,4421.3,4196.9,4082.9
