AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,3.484,-4.053,0.594,-11.682,-2.474,-1.826,-0.482,-9.749,0.636
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,0.8246,0.8246,0.8246,0.8246,0.8246,0.8246,,,
Total_Assets,8.2,5.3,8.7,8.2,17.8,19.8,,,
Total_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
