AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,21178.1,20607.8,21908.5,19686.7,18919.9,17287.8,17609.2,23626.1,21561.7,16427.6,16875.2,15880.0,19354.1,20161.8,21296.3,21290.3,20399.4,19769.7,19713.9,19920.4
Current_Liabilities,18196.2,18124.5,19096.0,16684.2,14824.3,13613.1,13839.5,19539.2,16145.1,14176.0,14503.1,13210.3,17923.6,19062.8,20269.6,20838.8,19760.5,18506.3,18327.7,18495.9
Diluted_EPS,0.206,0.152,-0.113,-0.136,0.129,0.072,0.167,0.293,0.223,0.103,-0.358,-0.368,0.165,-0.1689999999999999,-1.179,0.295,0.3379999999999999,0.419,0.365,0.48
Goodwill_Intangibles,4437.6,4513.8,4654.8,5115.2,5155.2,5168.1,5038.0,5084.9,4753.4,5676.5,5857.2,6687.1,7625.6,7689.4,8088.8,11036.4,10553.0,10363.4,9968.6,9955.6
Inventory,7746.4,7246.4,7480.6,6778.7,5989.5,5377.2,5315.7,4897.7,4124.1,4214.5,4402.6,4819.6,5839.1,5304.2,5980.2,6028.7,5741.2,5324.5,5474.2,5307.5
LT_Debt,4288.1,4313.7,4521.6,5046.3,4959.8,4999.8,4946.1,5051.8,4969.5,5115.6,5109.7,5188.0,3653.0,3813.7,3652.9,3405.5,2725.9,1706.5,1694.9,1705.0
Revenue,11097.6,11081.2,11194.0,10169.4,9990.9,9470.5,8658.0,8996.0,8527.3,9069.4,8630.5,5627.6,9497.5,12501.7,13177.5,13733.1,12955.6,13225.7,12591.5,13275.5
Shares_Diluted,2001.047,1997.222,2007.619,1989.683,1995.833,2000.0,1994.194,2004.779,1998.214,1999.486,1998.056,2002.973,2002.055,1999.821,2000.06,2003.306,1997.222,2000.549,2000.3,2000.2
Total_Assets,41313.6,40839.5,42409.2,40399.2,39990.3,38377.3,38228.7,44482.4,40865.3,39416.0,39741.3,39629.6,46614.1,48098.2,50476.4,53554.7,51118.2,47632.5,46261.3,45963.5
Total_Liabilities,26682.4,26562.0,27038.6,25404.5,25713.8,25223.1,25439.1,31436.4,27390.6,27222.3,27557.0,25737.4,29594.9,30702.9,32148.9,32031.1,29414.1,26610.1,26167.5,26621.1
