AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.376,0.324,0.241,0.22,0.27,0.268,0.249,0.225,0.205,0.168,0.11,0.124,0.174,0.122,0.101,0.074,0.134,0.0819999999999999
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,8.9,8.0,6.8,5.9,6.0,5.9,5.7,5.6,5.5,5.5,5.4,5.0,4.9,4.8,4.6,4.3,4.3,4.1
Shares_Diluted,6.2281,6.1945,6.2035,6.2134,6.1764,6.1686,6.1641,6.1606,6.1605,6.1607,6.159,6.1562,5.1201,6.5378,6.3518,6.5716,4.8927,6.5716
Total_Assets,824.8,805.5,801.5,94.6,758.9,735.7,708.4,654.7,602.4,575.8,551.3,478.6,446.2,436.1,433.6,397.5,378.7,374.6
Total_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
