AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.313,0.969,0.913,0.391,1.399,1.41,0.776,1.005,0.958,0.659,0.107,0.7,0.456,0.5539999999999999,0.421,0.315,0.213,0.483
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,199.1,194.1,220.9,171.3,146.8,147.2,147.6,163.2,73.6,74.1,74.5,74.5,67.2,69.1,70.0,71.0,71.9,72.8
Revenue,127.1,153.4,135.5,100.9,91.7,96.3,79.0,102.9,84.6,84.4,69.7,76.9,68.1,64.3,64.7,67.0,66.0,55.8
Shares_Diluted,53.7694,53.7459,53.7069,53.575,53.7441,36.3426,36.2862,35.0256,34.7514,33.2041,30.4402,29.4971,29.6082,27.6329,27.042,25.5833,25.5748,23.2574
Total_Assets,1124.4,1387.7,1352.3,1294.9,1279.5,1234.0,1139.3,1136.5,715.8,608.1,526.5,473.5,469.4,445.4,392.8,360.6,363.9,356.2
Total_Liabilities,729.7,997.0,983.8,948.1,935.7,931.8,885.8,898.4,499.5,415.8,359.7,318.7,325.8,308.6,277.5,250.4,260.2,254.9
