AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.054,0.103,0.096,-0.151,0.036,0.072,0.213,0.033,0.058
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.7,2.6,2.4,2.3,2.3,2.3,9.5,2.4,2.5
Shares_Diluted,6.2745,6.272,5.8869,5.5002,6.5216,6.5216,,,
Total_Assets,356.8,360.9,366.2,362.5,361.8,336.7,,,
Total_Liabilities,281.6,286.0,291.9,288.9,312.5,287.6,,,
