AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1753.4,2013.4,2058.5,2058.9,2113.0,2223.6,3039.1,2552.4,2347.7,2085.0,2186.5,1646.6,1270.0,642.8,628.2,609.2,639.2,677.7,348.4
Current_Liabilities,1271.0,1158.7,1148.3,1085.9,1122.9,1133.2,1077.7,958.1,947.3,860.0,921.4,827.8,813.9,905.6,877.3,860.5,820.4,738.4,472.6
Diluted_EPS,3.042,0.122,0.711,0.144,0.28,0.244,0.496,1.145,0.527,0.071,0.913,-1.6869999999999998,-5.26,-0.8029999999999999,0.376,0.438,0.346,-0.369,0.379
Goodwill_Intangibles,5151.8,4428.4,4416.4,4641.7,4711.2,4695.1,2725.6,2697.3,2669.0,2670.6,2672.8,2677.4,2683.6,3297.2,3454.9,3465.0,3202.8,3085.3,1481.9
Inventory,34.7,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,7196.2,11625.7,11631.8,11678.3,11640.7,7002.4,7028.9,6556.3,6587.2,6540.1,6645.5,7345.4,7140.5,6643.8,6720.6,6828.2,6657.6,9430.7,4481.2
Revenue,1673.3,1585.6,1625.0,1626.9,1564.2,1572.5,1511.8,1545.8,1274.9,1027.4,1129.7,305.5,1116.1,1341.2,1354.5,1323.1,1282.6,1155.3,789.7
Shares_Diluted,168.6,169.4,173.0,180.2,184.2,183.9,172.7,172.7,172.8,155.3,155.5,126.8,115.7,115.2,116.7,117.676,118.595,113.806,95.334
Total_Assets,17040.0,17502.1,17535.1,17880.8,18071.1,16872.1,15748.7,15078.2,14888.2,14667.3,14812.0,14321.5,13938.4,14194.5,14318.0,14209.2,13498.2,10961.0,5083.8
Total_Liabilities,12863.7,13904.4,13918.0,14114.0,14117.6,12774.3,12676.8,12119.9,12131.9,12011.1,12178.3,12815.3,12660.0,12341.8,12378.2,12317.3,11636.4,10229.8,5013.4
