AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.778,0.657,0.751,-0.557,0.81,0.81,0.78,0.527,0.847,0.816
Goodwill_Intangibles,202.2,203.3,204.8,206.3,207.6,208.7,209.8,210.9,212.5,213.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,120.8,120.7,120.6,120.5,120.5,120.4,120.3,120.2,120.1,120.0
Revenue,38.4,39.5,43.6,46.1,47.0,49.6,48.4,48.5,47.5,45.2
Shares_Diluted,19.9831,20.0216,20.0082,20.0532,20.2245,20.2086,20.2444,20.2717,20.2284,20.4384
Total_Assets,5432.0,5046.9,5271.3,4923.0,5263.3,4828.6,4736.6,4632.0,4652.5,4388.4
Total_Liabilities,4808.9,4433.6,4666.9,4329.2,4650.3,4227.0,4145.7,4056.2,4087.1,3836.3
