AAII_QTR_DATA,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,11262.9,10372.4,10342.1,9532.3,9432.8,9691.9,8811.6,7612.2,7917.5,5642.2,4541.9
Current_Liabilities,22580.4,24159.4,21348.9,22210.3,23109.0,21674.9,22156.4,24457.7,26556.8,19871.9,16900.0
Diluted_EPS,1.182,-1.639,1.882,-1.234,1.266,-0.547,0.715,0.523,0.101,0.941,2.374
Goodwill_Intangibles,3217.8,3285.3,3456.1,3520.3,3409.4,5214.1,5142.8,5176.8,5209.6,4044.5,
Inventory,1361.6,1035.5,1260.4,1393.1,1610.7,1496.7,1403.7,1158.3,1315.8,1050.0,779.1
LT_Debt,24033.4,21370.5,22782.2,23231.5,22305.7,24567.3,21969.9,19471.1,18216.9,11858.4,12228.6
Revenue,14769.4,14022.6,12270.3,14035.8,12966.6,13523.9,12786.2,12593.1,11090.6,9183.6,7662.3
Shares_Diluted,392.4523,392.4523,392.4523,392.4523,392.4523,384.1572,380.0096,380.0096,380.0096,380.0096,380.0096
Total_Assets,72069.2,70558.5,68903.6,67162.5,65475.6,65853.4,62541.6,62197.1,62534.9,48054.0,44849.9
Total_Liabilities,51859.3,50194.8,48955.6,50098.8,50270.1,51043.1,48774.3,48452.3,49660.9,34927.4,32557.2
