AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.854,0.778,0.745,1.224,1.667,-0.07,1.036,1.051,2.0,0.979,1.067,0.6409999999999999,-0.53,0.789,0.636,0.643,0.518,0.282,0.4320000000000001
Goodwill_Intangibles,703.0,705.0,708.0,718.0,722.0,725.0,721.0,726.0,731.0,735.0,741.0,746.0,752.0,757.0,763.0,769.0,780.0,786.0,792.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,57388.0,61026.0,63998.0,67738.0,70825.0,74488.0,75629.0,75814.0,75674.0,77332.0,79137.0,80260.0,81297.0,81715.0,84769.0,86776.0,88140.0,93519.0,96089.0
Revenue,306.0,295.0,320.0,409.0,434.0,437.0,469.0,464.0,502.0,464.0,461.0,402.0,383.0,418.0,435.0,416.0,404.0,425.0,412.0
Shares_Diluted,130.0,135.0,141.0,147.0,153.0,158.0,167.0,176.0,185.0,189.0,194.0,195.0,200.0,218.0,228.0,238.0,247.0,255.0,264.0
Total_Assets,66913.0,70795.0,73625.0,76065.0,78158.0,80605.0,81939.0,83348.0,84957.0,87412.0,89664.0,91045.0,93245.0,94903.0,96553.0,98320.0,100579.0,104176.0,106493.0
Total_Liabilities,63955.0,67818.0,70652.0,73138.0,75334.0,78008.0,79216.0,80647.0,82234.0,84979.0,87410.0,88930.0,91210.0,91567.0,93313.0,95019.0,97149.0,100657.0,102769.0
