AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.417,0.422,0.331,0.727,0.4,0.235,0.263,0.267,0.331,0.278,0.189,0.1639999999999999,0.252,-0.216,0.321,0.165,0.19,0.132,0.207
Goodwill_Intangibles,3964.8,3994.9,4024.6,4055.2,4085.7,4116.5,4147.8,4178.1,4017.6,4044.9,4071.6,4097.7,4123.5,4149.3,4174.2,4198.6,4222.5,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,329.2,293.0,287.1,608.6,311.5,276.9,265.3,260.8,273.4,233.1,212.9,212.1,234.6,197.3,201.0,190.5,186.8,178.6,167.8
Shares_Diluted,210.1437,210.356,208.3295,208.0388,207.322,208.2944,208.1974,207.464,205.0287,197.8138,194.9557,185.4898,174.5172,148.0133,151.3626,150.8472,223.3205,,
Total_Assets,6240.1,6260.1,6136.6,5989.5,6001.1,5990.2,5936.5,5864.9,5808.9,5679.9,5537.4,5463.9,5184.7,5095.3,5622.7,5072.3,4881.6,,
Total_Liabilities,1237.2,1306.3,1267.7,1274.6,1352.5,1344.6,1346.2,1316.9,1289.9,1376.4,1480.5,1449.6,1681.9,1716.7,2749.1,2224.8,260.3,,
