Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,3/28/2013,0.801017165,,0.79,,0.88,,0.87,,0.88,,0.92,,
,12/31/2012,0.46566077,,0.93,,0.94,,1.01,,1.1,,,,
,9/28/2012,1.021919431,,1.09,,1.11,,,,,,,,
,6/29/2012,1.133531157,,1.09,,,,,,,,,,
,3/30/2012,0.927251044,,,,,,,,,,,,
,12/30/2011,1.083183722,,,,,,,,,,,,
,9/30/2011,1.07956226,,,,,,,,,,,,
,6/30/2011,0.985626283,,,,,,,,,,,,
,3/31/2011,0.84386945,,,,,,,,,,,,
,12/31/2010,0.834575261,,,,,,,,,,,,
,9/30/2010,0.799522673,,,,,,,,,,,,
,6/30/2010,0.675231551,,,,,,,,,,,,
,3/31/2010,0.463794135,,,,,,,,,,,,
,12/31/2009,0.634204989,,,,,,,,,,,,
,9/30/2009,1.155688623,,,,,,,,,,,,
,6/30/2009,0.173756741,,,,,,,,,,,,
,3/31/2009,-0.30102348,,,,,,,,,,,,
,12/31/2008,0.49,,,,,,,,,,,,
,9/30/2008,0.935,,,,,,,,,,,,
,6/30/2008,1.015,,,,,,,,,,,,
,3/31/2008,0.82,,,,,,,,,,,,
,12/31/2007,0.87,,,,,,,,,,,,
,9/28/2007,0.875,,,,,,,,,,,,
,6/29/2007,0.835,,,,,,,,,,,,
,3/30/2007,0.795,,,,,,,,,,,,
,12/29/2006,0.195,,,,,,,,,,,,
,9/29/2006,0.195,,,,,,,,,,,,
,6/30/2006,0.175,,,,,,,,,,,,
,3/31/2006,0.175,,,,,,,,,,,,
,12/30/2005,0.69,,,,,,,,,,,,
,9/30/2005,0.65,,,,,,,,,,,,
,7/1/2005,0.685,,,,,,,,,,,,
,4/1/2005,0.595,,,,,,,,,,,,
,12/31/2004,0.595,,,,,,,,,,,,
,9/30/2004,0.545,,,,,,,,,,,,
,6/30/2004,0.515,,,,,,,,,,,,
,3/31/2004,0.425,,,,,,,,,,,,
,12/31/2003,0.395,,,,,,,,,,,,
,9/30/2003,0.3475,,,,,,,,,,,,
,6/30/2003,0.3175,,,,,,,,,,,,
,3/31/2003,0.25,,,,,,,,,,,,
,12/31/2002,0.2375,,,,,,,,,,,,
,9/30/2002,0.325,,,,,,,,,,,,
,6/28/2002,0.3025,,,,,,,,,,,,
,3/28/2002,0.1175,,,,,,,,,,,,
,12/31/2001,0.105,,,,,,,,,,,,
,9/28/2001,0.1425,,,,,,,,,,,,
,6/29/2001,0.1725,,,,,,,,,,,,
,3/30/2001,0.18,,,,,,,,,,,,
,12/29/2000,0.24,,,,,,,,,,,,
,9/29/2000,0.32,,,,,,,,,,,,
,6/30/2000,0.49,,,,,,,,,,,,
,3/31/2000,0.4425,,,,,,,,,,,,
,12/31/1999,0.755,,,,,,,,,,,,
,9/30/1999,0.615,,,,,,,,,,,,
,6/30/1999,0.4275,,,,,,,,,,,,
,3/31/1999,0.2925,,,,,,,,,,,,
,12/31/1998,0.2575,,,,,,,,,,,,
,9/30/1998,0.2,,,,,,,,,,,,
,6/30/1998,0.3925,,,,,,,,,,,,
,3/31/1998,0.355,,,,,,,,,,,,
,12/31/1997,0.3525,,,,,,,,,,,,
,9/30/1997,0.175,,,,,,,,,,,,
,6/30/1997,0.41,,,,,,,,,,,,
,3/31/1997,0.3275,,,,,,,,,,,,
,12/31/1996,0.205,,,,,,,,,,,,
,9/30/1996,0.2775,,,,,,,,,,,,
,6/28/1996,0.33,,,,,,,,,,,,
,3/29/1996,0.3075,,,,,,,,,,,,
,12/29/1995,0.285,,,,,,,,,,,,
,9/29/1995,0.295,,,,,,,,,,,,
,6/30/1995,0.3525,,,,,,,,,,,,
,3/31/1995,0.3475,,,,,,,,,,,,
,12/30/1994,0.3075,,,,,,,,,,,,
,9/30/1994,0.275,,,,,,,,,,,,
,6/30/1994,0.2825,,,,,,,,,,,,
