AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,4.1,3.9,6.2,8.4,2.7,1.3,1.2
Cash_from_Operations,-1.0,57.9,50.1,37.5,21.9,6.5,3.6
Diluted_EPS,-0.665,-0.119,-0.096,0.04,-0.549,-0.583,-0.738
Goodwill_Intangibles,362.9,305.1,322.7,294.2,300.6,309.4,318.5
LT_Debt,0.0,0.0,309.1,0.0,68.3,107.3,99.8
Net_Income,-61.6,-10.8,-8.5,3.6,-28.7,-26.8,-32.4
Revenue,439.0,365.3,288.5,248.9,186.1,132.4,95.4
Shares_Diluted,92.664,90.512,88.907,90.0028,52.3398,45.9332,43.9292
Total_Assets,1159.8,1075.6,990.1,534.4,506.4,387.4,371.5
Total_Liabilities,755.6,611.0,556.0,156.7,178.0,177.3,160.5
