AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2011
Capital_Expenditures,1.4,3.0,0.1,0.1,0.3,0.3,0.0,0.0
Cash_from_Operations,-2.2,3.6,2.2,2.4,3.6,5.6,8.3,8.3
Diluted_EPS,0.299,0.194,1.01,0.18,0.18,0.05,-0.44,-0.8590000000000001
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,1.6,0.9,4.2,0.7,0.8,0.2,-1.8,-3.6
Revenue,19.2,17.3,15.2,13.1,10.7,10.3,11.5,18.9
Shares_Diluted,5.4946,4.8669,4.2,4.055,4.261,4.36,4.193,4.1681
Total_Assets,544.0,418.6,382.0,354.5,317.7,355.5,370.5,517.1
Total_Liabilities,493.2,370.4,345.4,322.0,286.3,324.5,340.4,474.0
