AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,21.4,20.5,24.1,40.8,29.5,19.9,9.1,12.3
Cash_from_Operations,-6.6,-7.7,-6.3,-6.7,-8.2,-7.2,-3.8,-4.5
Diluted_EPS,-0.031,-0.036,-0.036,-0.04,-0.05,-0.046,-0.04,-0.10400000000000001
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.0
Net_Income,-11.0,-10.7,-9.7,-10.2,-11.4,-9.5,-6.3,-11.7
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,352.6576,294.9831,267.3543,253.2127,228.3766,205.0071,156.5292,112.8204
Total_Assets,290.6,267.4,232.2,218.1,175.2,155.3,85.9,68.7
Total_Liabilities,7.4,9.3,4.4,3.0,1.6,1.5,1.2,4.7
