AAII_YR_DATA,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-0.1,0.0,0.0,0.0,0.0,-0.1,-0.1
Diluted_EPS,-0.001,0.0,0.0,0.0,0.0,-0.001,0.014
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.1,0.0,0.0,0.0,0.0,0.0,0.2
Net_Income,-0.1,0.0,0.0,0.0,0.0,-0.1,2.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,120.943,120.943,120.943,120.943,120.943,119.533,139.713
Total_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,0.4,0.2,0.2,0.2,0.2,0.2,0.3
