AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.2,23.8,0.1,0.0,0.0,0.3
Cash_from_Operations,-33.8,8.2,-9.5,20.4,14.1,15.3
Diluted_EPS,-0.589,-0.4,-0.331,0.248,0.217,0.178
Goodwill_Intangibles,35.4,43.2,62.0,53.8,55.5,57.0
LT_Debt,0.0,9.5,3.5,2.3,33.8,31.5
Net_Income,-50.7,-33.4,-21.4,14.5,12.6,10.4
Revenue,96.7,132.3,108.6,45.2,31.9,27.2
Shares_Diluted,86.1365,83.5289,64.7198,58.3056,58.3056,58.3056
Total_Assets,178.6,213.3,166.2,79.9,86.1,64.8
Total_Liabilities,29.6,34.2,24.8,20.0,40.9,52.1
