AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.6,1.1,0.9,0.5,0.5,0.2,0.6,0.8,1.3,0.3
Cash_from_Operations,33.2,38.7,11.8,21.8,21.5,15.7,16.2,12.8,16.2,17.8
Diluted_EPS,7.32,7.307,6.463,5.37,4.941,3.558,3.425,3.439,3.99,4.005
Goodwill_Intangibles,32.6,33.0,33.0,24.6,24.9,25.2,23.2,23.5,10.3,10.3
LT_Debt,17.4,17.4,27.2,21.5,11.5,13.5,14.5,24.0,19.3,9.2
Net_Income,29.1,29.1,25.1,19.5,18.0,13.0,12.6,11.6,13.4,13.4
Revenue,83.4,73.2,70.3,62.0,56.8,48.1,43.0,35.7,35.3,36.2
Shares_Diluted,3.9697,3.9847,3.884,3.6297,3.6496,3.6607,3.6897,3.3802,3.3544,3.3399
Total_Assets,2333.4,2143.9,1891.7,1466.3,1430.7,1361.9,1223.0,1163.0,925.0,914.9
Total_Liabilities,2133.2,1931.4,1697.4,1311.6,1291.5,1232.9,1099.8,1043.2,824.5,822.9
