AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.0,0.3,0.1,0.1,0.4,0.0,0.0,0.3,0.3
Cash_from_Operations,-43.7,-58.5,-45.8,-29.1,-31.3,-13.8,-16.7,-13.0,-8.6
Diluted_EPS,-0.612,-0.991,-0.912,-0.708,-1.168,-0.706,-1.509,-1.294,-0.858
Goodwill_Intangibles,,,,,,,0.0,0.1,0.1
LT_Debt,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0
Net_Income,-56.5,-88.3,-74.6,-35.5,-39.0,-15.8,-19.2,-15.4,-10.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,92.267,89.086,81.837,50.16,33.391,22.313,12.743,11.906,11.605
Total_Assets,68.9,111.5,170.5,135.7,22.8,16.2,11.7,20.2,40.5
Total_Liabilities,17.9,11.2,9.9,8.8,3.8,2.4,1.8,2.2,3.0
