AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,2.5,0.4,0.1,3.9,2.4,3.1,1.0
Cash_from_Operations,18.9,26.2,-5.0,3.7,-32.4,14.8,36.5
Diluted_EPS,3.107,1.238,0.663,1.422,1.621,1.429,-1.033
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,167.2,66.9,35.8,74.8,86.7,76.5,-55.2
Revenue,463.7,252.3,184.3,316.1,408.5,319.0,83.8
Shares_Diluted,53.8149,54.025,54.025,52.6025,53.5,53.5,53.5
Total_Assets,428.1,137.7,74.5,99.4,113.7,358.7,287.1
Total_Liabilities,252.0,133.7,139.9,204.5,347.8,632.4,650.0
