AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,40.1,20.5,29.4,108.3,141.9,51.9,21.1,120.6,131.6,101.4
Cash_from_Operations,19.0,4.7,76.9,90.2,46.6,64.6,55.7,197.0,108.6,49.7
Diluted_EPS,0.06,0.816,-0.406,-1.174,-0.497,-0.341,-1.85,-1.594,-2.1590000000000003,0.002
Goodwill_Intangibles,33.0,37.0,41.5,74.2,108.0,54.0,74.3,199.3,401.0,220.1
LT_Debt,156.9,151.9,199.9,842.9,842.6,691.3,700.8,853.2,845.0,387.7
Net_Income,7.8,103.3,-51.1,-147.4,-61.6,-39.0,-161.5,-126.2,-169.7,0.2
Revenue,553.2,388.3,377.7,561.2,998.8,723.1,617.4,1130.1,1077.6,909.4
Shares_Diluted,129.778,126.602,125.838,125.6,124.101,114.499,87.286,79.169,78.6,78.84
Total_Assets,434.4,398.3,1132.8,1271.9,1385.5,1308.6,1315.5,1636.2,2082.4,1206.5
Total_Liabilities,326.7,298.6,1142.5,1237.5,1212.1,1100.5,1082.0,1395.0,1712.7,651.0
