AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.2,1.7,1.9,0.7,0.5,1.7,0.0,0.9,0.7
Cash_from_Operations,11.8,17.4,8.0,3.8,1.6,-3.4,-2.1,-2.8,0.5
Diluted_EPS,4.045,0.889,0.515,-1.005,-2.086,-2.47,-3.131,-3.425,-2.756
Goodwill_Intangibles,,,,2.4,2.5,2.6,2.6,2.9,2.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,2.8
Net_Income,13.2,2.9,1.7,-3.3,-6.8,-8.1,-10.2,-11.2,-9.0
Revenue,58.8,49.9,49.7,49.4,43.0,37.6,36.8,44.6,46.5
Shares_Diluted,3.2658,3.2658,3.2658,3.2658,3.2658,3.2658,3.2656,3.2656,3.2656
Total_Assets,70.4,66.0,69.0,67.3,76.6,87.9,89.4,105.5,111.7
Total_Liabilities,23.5,32.3,38.2,38.2,43.9,48.6,42.1,44.5,41.5
