AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,6.9,1.7,0.0,0.0,0.5,0.9,3.3,2.0
Cash_from_Operations,-118.6,-58.8,-35.9,-41.5,-32.5,-25.8,-18.6,17.7
Diluted_EPS,-2.388,-1.866,-16.172,-4.178,-5.551,-3.455,-2.459,-0.897
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-140.2,-72.3,-179.2,-31.8,-34.5,-25.6,-18.2,-6.6
Revenue,,0.0,7.9,22.5,9.7,8.4,6.4,3.0
Shares_Diluted,58.7397,38.7308,11.0813,7.6201,6.2239,7.3964,7.3964,7.3964
Total_Assets,300.8,232.1,250.9,49.4,85.9,49.1,75.5,
Total_Liabilities,45.1,17.9,16.2,17.7,25.7,20.8,23.2,
