AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,391.4,203.3,39.8,21.3,,
Cash_from_Operations,373.9,275.7,195.6,60.4,-1.6,0.0
Diluted_EPS,0.457,1.066,-3.079,-0.946,0.067,0.0
Goodwill_Intangibles,3708.1,3714.8,1114.9,266.8,,
LT_Debt,2157.2,2183.7,777.4,395.1,0.0,0.0
Net_Income,63.4,141.8,-161.6,-21.3,2.1,0.0
Revenue,2970.6,2454.5,1056.4,529.6,,
Shares_Diluted,138.988,133.034,52.488,22.557,31.25,31.25
Total_Assets,5219.6,5250.5,1813.5,546.5,254.1,0.3
Total_Liabilities,3068.4,3188.6,1458.6,585.4,8.6,0.3
