AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.3,,,0.4,0.0,0.0
Cash_from_Operations,-52.5,-33.2,-50.7,-51.2,-21.0,-8.1
Diluted_EPS,-1.375,-1.024,-1.703,-3.499,-0.98,-0.342
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-58.4,-42.9,-50.0,-55.2,-23.2,-8.1
Revenue,5.0,15.0,,,,
Shares_Diluted,42.4503,41.8339,29.345,15.7848,23.6476,23.6476
Total_Assets,74.5,119.8,150.0,123.4,88.1,27.6
Total_Liabilities,8.1,7.2,6.9,8.5,4.5,1.6
