AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,49.0,46.8,16.4,12.5,13.1,0.3
Cash_from_Operations,22.5,-66.3,-95.7,-72.0,-20.3,-2.7
Diluted_EPS,-4.129,-5.771,-4.191,-2.009,-2.589,-0.214
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.2,3.0,5.3,4.4,0.0,0.0
Net_Income,-289.1,-370.6,-195.9,-91.0,-117.3,-9.7
Revenue,60.9,51.8,0.0,0.0,,
Shares_Diluted,70.0153,64.2277,46.7332,45.3248,45.3248,45.3248
Total_Assets,1341.7,1474.5,451.7,156.1,167.0,2.4
Total_Liabilities,608.2,647.7,206.1,55.2,33.0,6.6
