AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,18.2,20.6,12.8,16.9,24.0,25.4,15.1,26.7,17.9,7.8
Cash_from_Operations,14.2,34.8,35.4,21.4,22.3,35.6,17.9,20.2,37.7,6.9
Diluted_EPS,-0.072,0.106,0.062,0.091,0.159,0.072,0.079,0.056,0.275,0.002
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,1.2,2.2,2.9,0.0,0.0,0.8,2.4
Net_Income,-6.3,8.0,4.4,5.8,9.3,4.2,4.4,3.1,15.0,0.1
Revenue,138.7,125.2,90.7,120.3,115.3,110.2,83.2,92.7,115.4,125.8
Shares_Diluted,88.3683,75.6086,69.9027,64.033,58.3697,57.595,55.7252,54.2593,54.6203,55.2995
Total_Assets,204.2,215.8,105.7,193.0,150.3,132.9,118.4,106.5,106.0,92.4
Total_Liabilities,92.4,95.0,15.2,35.0,23.1,20.8,11.4,17.7,17.8,17.2
