AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.1,1.6,1.4,0.9,1.0,0.2
Cash_from_Operations,-140.1,-231.2,-129.6,-94.9,-40.4,-23.1
Diluted_EPS,-3.443,-5.293,-3.721,-2.426,-1.027,-0.713
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,127.5,195.3,58.4,38.1,0.0,0.0
Net_Income,-176.6,-264.8,-176.8,-102.8,-41.3,-28.7
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,51.2807,50.0277,47.5212,42.3862,40.1894,40.1894
Total_Assets,168.5,351.7,371.8,247.8,70.6,27.7
Total_Liabilities,168.3,242.8,107.9,53.3,11.5,8.4
