AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,130.2,372.6,409.5,347.0,301.3,197.2,152.6
Cash_from_Operations,203.9,365.6,497.8,402.2,250.5,344.9,297.0
Diluted_EPS,-0.601,0.806,0.845,1.094,1.248,1.154,0.713
Goodwill_Intangibles,42.9,42.9,42.9,42.9,42.9,42.9,42.9
LT_Debt,200.8,170.6,0.0,0.0,0.0,0.0,0.0
Net_Income,-85.1,114.2,119.7,155.0,176.8,163.4,101.0
Revenue,2495.4,3232.5,3026.4,2797.9,2637.5,2400.2,2259.0
Shares_Diluted,141.6707,141.6707,141.6707,141.6707,141.6707,141.6707,141.6707
Total_Assets,5613.8,5631.0,5403.4,5188.5,5017.0,4875.5,4660.8
Total_Liabilities,1310.7,1177.9,999.7,810.4,735.1,683.9,578.6
