AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-7.1,-6.8,-2.6,-3.7,-5.0,-4.2,-2.5,-2.3,-2.7,-3.0
Diluted_EPS,-0.928,-1.148,-1.793,-3.332,-7.473,-5.767,-3.622,-3.537,0.299,-0.09
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
LT_Debt,0.0,0.0,0.1,0.0,0.0,12.1,3.2,4.6,0.2,0.9
Net_Income,-8.7,-8.8,-9.1,-11.5,-14.6,-10.0,-6.1,-5.8,0.7,-10.1
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,9.4197,7.6291,5.0773,3.455,1.9585,1.7405,1.6731,1.6368,2.2776,112.2141
Total_Assets,2.1,9.0,0.2,0.4,0.4,0.3,0.7,0.1,0.1,2.2
Total_Liabilities,2.1,2.9,11.5,8.7,22.7,16.6,14.4,9.6,6.5,11.8
