AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2014,12/31/2013,12/31/2012,12/31/2011
Capital_Expenditures,29.2,26.8,27.8,26.1,27.4,20.0,18.0,24.0,23.0,28.0
Cash_from_Operations,148.6,170.6,232.8,270.6,347.1,240.8,388.0,360.0,349.0,413.0
Diluted_EPS,1.489,2.783,4.415,3.631,3.896,-13.492,-38.602,-98.941,7.307,-93.421
Goodwill_Intangibles,600.7,754.5,641.2,756.9,921.7,1109.0,1696.0,1833.0,,
LT_Debt,399.8,492.5,583.2,769.9,602.0,2272.0,2521.0,0.0,0.0,0.0
Net_Income,54.3,101.6,149.2,35.5,52.3,-171.3,-371.0,-819.0,41.0,-519.0
Revenue,1202.4,1113.4,1109.4,1421.4,1784.4,1318.2,1815.0,1444.0,1278.0,1481.0
Shares_Diluted,36.5061,36.4957,33.7956,9.7777,13.417,12.6983,9.611,8.2777,5.6111,5.5555
Total_Assets,1177.9,1300.5,1215.0,1388.3,1653.5,1722.0,2464.0,2411.0,,
Total_Liabilities,795.6,985.8,1018.2,1361.0,1225.1,2844.0,3167.0,2391.0,,
