AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,191.0,134.4,0.7,0.0,0.0,0.0
Cash_from_Operations,-452.5,-301.3,-38.0,-7.3,-3.4,0.0
Diluted_EPS,-1.805,-1.614,-0.469,-0.039,-0.017,0.0
Goodwill_Intangibles,246.9,231.5,58.0,,,0.0
LT_Debt,660.8,659.3,0.0,3.8,0.0,0.0
Net_Income,-547.5,-471.3,-130.0,-10.9,-4.7,0.0
Revenue,0.3,0.1,,,,0.0
Shares_Diluted,303.3661,292.0041,277.2665,277.2581,277.2581,60.0
Total_Assets,1515.4,1593.0,1063.9,2.1,5.7,0.3
Total_Liabilities,1034.9,792.9,156.8,8.2,1.0,0.2
