AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,201.1,102.5,221.1,141.7,155.1,49.1
Cash_from_Operations,26.8,-100.5,-41.2,-62.2,-54.3,-19.1
Diluted_EPS,-1.559,-0.981,-0.87,-0.822,-1.238,-0.934
Goodwill_Intangibles,795.6,821.3,2.3,1.1,1.4,
LT_Debt,84.2,67.0,0.0,10.5,24.7,0.0
Net_Income,-376.7,-225.2,-139.2,-164.5,-247.9,-187.1
Revenue,1159.4,1284.2,932.2,560.7,314.4,175.2
Shares_Diluted,241.5893,229.4486,160.0583,200.2644,200.2644,200.2644
Total_Assets,2454.2,2987.4,1690.7,854.9,830.4,
Total_Liabilities,1206.9,1484.5,522.9,353.6,249.0,
