AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,6.1,3.5,3.4,3.1,4.0,2.8,3.1,5.5,5.2,1.5
Cash_from_Operations,113.0,100.8,36.5,73.4,82.9,59.4,59.7,52.3,2.6,79.8
Diluted_EPS,4.112,4.391,4.004,3.961,3.927,2.643,2.695,2.539,2.411,2.16
Goodwill_Intangibles,68.5,69.3,70.2,71.1,72.1,73.0,74.2,75.5,63.0,63.6
LT_Debt,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7
Net_Income,71.5,76.6,69.7,69.0,68.3,45.8,46.4,43.3,40.7,36.0
Revenue,194.5,158.0,169.9,197.7,176.4,149.6,133.5,125.8,121.1,116.3
Shares_Diluted,17.381,17.455,17.402,17.414,17.391,17.338,17.208,17.067,16.872,16.664
Total_Assets,6660.1,5851.1,5713.2,5292.7,5010.8,4529.9,4381.1,3771.6,3586.9,3188.9
Total_Liabilities,6206.4,5286.3,5179.0,4789.2,4562.6,4116.6,3990.3,3396.2,3240.6,2859.2
