AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,12.8,18.9,8.9,8.9,9.6,37.9,42.6
Cash_from_Operations,9.3,-0.8,-15.1,-13.9,36.6,47.2,56.4
Diluted_EPS,-12.5,-6.074,0.226,-4.948,-2.123,-0.418,-0.648
Goodwill_Intangibles,12.3,33.7,11.9,3.2,19.4,22.3,25.2
LT_Debt,62.6,71.1,51.3,0.2,279.8,286.7,290.3
Net_Income,-68.4,-32.6,1.2,-109.9,-46.9,-9.1,-13.9
Revenue,188.4,180.9,127.2,116.2,244.1,449.3,419.9
Shares_Diluted,5.472,5.368,5.288,22.214,22.071,21.749,21.388
Total_Assets,190.3,256.4,201.8,312.9,409.2,483.6,500.6
Total_Liabilities,166.3,165.0,78.8,340.1,327.1,355.1,365.0
