AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.3,0.0,0.7,0.4,0.0,0.0
Cash_from_Operations,-3.4,-2.5,-0.8,-1.1,0.1,0.0
Diluted_EPS,-0.447,-0.253,-0.182,-0.131,0.011,0.007
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,4.7,0.3,0.6,0.0,0.0,0.0
Net_Income,-5.7,-3.1,-2.0,-1.5,0.1,0.1
Revenue,0.3,0.7,1.4,0.7,0.6,0.2
Shares_Diluted,12.7269,12.4194,11.23,11.1597,11.1597,11.1597
Total_Assets,4.2,3.8,1.7,2.1,0.4,0.1
Total_Liabilities,5.7,0.6,1.1,0.5,0.3,0.0
