AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.0,0.0,0.1,1.1,0.2,0.1
Cash_from_Operations,4.8,-4.7,-22.3,-18.0,-8.1,-4.7
Diluted_EPS,-0.359,-0.078,-1.331,-1.031,-2.114,-0.529
Goodwill_Intangibles,4.8,3.6,0.6,0.7,,
LT_Debt,5.4,5.3,6.8,4.5,0.0,0.0
Net_Income,-9.0,-2.0,-28.0,-18.3,-37.2,-8.6
Revenue,21.3,21.8,0.0,1.0,,
Shares_Diluted,25.146,25.207,21.01,17.761,17.6079,16.3184
Total_Assets,25.0,27.5,26.3,17.1,28.3,13.4
Total_Liabilities,12.0,9.8,10.7,6.5,2.0,1.3
