AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.3,0.2,0.7,2.9,0.9,0.8,0.9,0.8,0.4
Cash_from_Operations,-55.2,-69.0,-48.8,-48.0,104.1,-45.3,23.1,-29.8,13.0
Diluted_EPS,-2.327,-2.396,-3.293,-2.397,4.062,-2.281,1.086,-2.004,-0.575
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Net_Income,-80.1,-74.8,-78.2,-56.0,95.2,-50.7,24.2,-31.8,-6.5
Revenue,32.6,7.9,1.1,10.5,143.9,0.2,66.7,8.6,25.4
Shares_Diluted,34.405,31.2,23.74,23.37,23.442,22.233,22.267,15.842,11.215
Total_Assets,165.3,159.3,137.5,192.5,211.7,100.4,146.9,84.5,39.8
Total_Liabilities,53.1,28.1,36.0,24.8,15.3,14.8,16.3,29.6,39.6
