AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.6,2.0,2.0,2.5,1.7,5.4,1.9,2.6
Cash_from_Operations,-5.6,-17.4,-18.6,-23.5,-37.0,-56.9,-54.6,-50.1
Diluted_EPS,-0.411,-0.276,-0.288,-0.413,-0.582,-0.852,-1.155,-0.718
Goodwill_Intangibles,49.4,104.0,108.0,112.0,,,,
LT_Debt,0.0,1.4,3.3,5.0,0.0,0.0,0.0,0.0
Net_Income,-62.2,-40.0,-39.7,-51.9,-58.7,-79.9,-85.9,-62.2
Revenue,146.7,143.3,156.4,132.0,98.7,75.3,45.6,13.0
Shares_Diluted,151.478,145.172,137.686,125.534,100.798,93.753,74.381,86.5697
Total_Assets,166.8,242.8,253.5,279.9,157.2,173.3,223.3,83.5
Total_Liabilities,42.9,69.9,58.8,68.3,55.2,54.9,47.1,27.4
