AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,268.0,207.4,203.8,176.7,180.2,126.5,103.7,56.7,75.8,183.1
Diluted_EPS,3.808,3.807,2.741,3.19,3.217,2.116,1.976,1.717,1.646,1.405
Goodwill_Intangibles,747.8,570.9,572.9,578.9,469.8,476.5,258.9,259.8,218.8,202.8
LT_Debt,151.3,118.6,118.4,138.7,138.5,139.3,128.4,127.8,126.8,126.8
Net_Income,220.7,205.5,148.6,164.5,159.1,96.1,81.1,65.4,60.2,42.2
Revenue,605.0,446.6,448.5,465.4,407.9,314.9,253.3,221.2,208.9,170.8
Shares_Diluted,57.9503,53.9842,54.2204,51.5612,49.4709,45.403,41.0131,38.0882,36.5546,30.0084
Total_Assets,17938.3,15453.1,14067.2,12457.3,9884.7,9367.5,7211.6,6761.0,5824.1,5437.3
Total_Liabilities,15903.5,13540.6,12191.6,10670.8,8476.5,8064.0,6310.0,5910.5,5097.3,4802.3
