AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.3,0.2,0.3,0.2,0.2,0.3,0.3
Cash_from_Operations,2.3,1.7,3.0,0.4,-1.8,-2.6,-5.5
Diluted_EPS,1.328,0.357,0.405,0.136,-0.619,-1.947,-3.209
Goodwill_Intangibles,3.9,3.3,3.5,2.8,1.2,2.0,6.5
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,7.0,1.9,2.1,0.7,-3.1,-9.7,-15.9
Revenue,14.7,14.6,14.5,14.1,15.2,18.1,19.8
Shares_Diluted,5.268,5.221,5.136,5.055,5.011,4.983,4.955
Total_Assets,19.2,13.5,11.1,8.2,9.0,14.9,24.4
Total_Liabilities,1.3,2.8,2.5,2.0,3.6,6.6,5.9
