AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,52.3,42.2,30.4,19.2,9.3,2.7,1.1,1.1,1.0,0.6
Cash_from_Operations,88.9,29.0,67.3,51.2,38.6,11.1,6.8,-12.9,-24.3,-21.0
Diluted_EPS,-1.354,-0.785,-0.657,-0.075,-0.004,-0.163,-0.227,-0.515,-1.005,-0.68
Goodwill_Intangibles,193.6,205.3,217.1,27.3,12.4,12.9,13.3,13.8,14.4,14.9
LT_Debt,738.4,768.6,643.3,210.4,201.3,39.8,38.8,21.9,39.7,27.9
Net_Income,-94.7,-53.0,-42.1,-4.6,-0.2,-9.0,-11.9,-25.8,-37.8,-31.3
Revenue,778.8,609.6,434.9,328.0,257.7,200.2,162.1,128.9,103.1,84.1
Shares_Diluted,69.92,67.512,64.154,60.371,58.076,54.946,52.342,50.141,37.604,46.0475
Total_Assets,1244.5,1192.9,1063.7,482.4,394.7,128.2,105.2,99.2,116.9,56.3
Total_Liabilities,934.5,981.8,784.6,285.9,251.9,81.4,74.9,73.0,75.2,59.2
