AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,7.1,4.4,7.9,4.1,4.7,2.7,1.2,1.0,0.7
Cash_from_Operations,95.7,51.2,44.7,31.5,21.6,8.0,7.5,7.1,18.0
Diluted_EPS,3.032,2.522,2.546,1.621,1.11,1.566,1.554,1.186,0.9640000000000001
Goodwill_Intangibles,186.2,187.7,188.9,112.9,24.7,15.5,15.9,14.8,13.3
LT_Debt,146.8,150.4,82.7,81.1,10.3,10.3,10.3,10.3,10.3
Net_Income,64.2,52.5,43.7,21.2,10.6,9.8,8.5,6.3,4.2
Revenue,176.7,179.3,148.5,100.0,66.1,44.6,40.2,36.4,31.3
Shares_Diluted,21.1667,20.8227,17.1841,13.094,9.5613,6.2593,5.4421,5.2707,4.3729
Total_Assets,6077.4,5152.8,3941.9,3004.0,1813.2,1277.4,1145.1,1093.8,940.9
Total_Liabilities,5401.2,4507.9,3398.2,2640.7,1590.8,1122.8,1041.7,997.6,855.8
