AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,2.0,0.9,1.6,8.9,1.1,0.4,0.6,0.7,2.1,0.7
Cash_from_Operations,-25.6,-33.9,-40.7,-65.8,-31.2,-52.2,-53.5,-51.1,-39.8,-26.7
Diluted_EPS,-0.242,-0.317,-0.365,-0.51,-0.437,-0.56,-0.618,-0.582,-0.518,-0.6409999999999999
Goodwill_Intangibles,1.3,1.3,1.3,1.4,1.6,1.9,2.1,2.3,2.5,2.7
LT_Debt,13.6,54.7,39.6,39.4,22.0,29.8,12.4,16.8,9.9,0.0
Net_Income,-42.8,-54.4,-59.9,-71.2,-57.6,-60.6,-62.9,-55.9,-38.8,-43.3
Revenue,188.3,159.5,114.2,93.8,76.1,51.3,39.3,34.2,36.4,39.7
Shares_Diluted,176.545,171.279,163.949,139.831,131.663,108.221,101.826,96.068,74.767,67.569
Total_Assets,218.1,237.5,221.4,165.5,163.5,98.2,103.5,139.4,81.8,83.4
Total_Liabilities,150.5,152.9,117.6,108.5,78.9,59.3,45.7,44.6,40.3,40.6
