AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/22/2019,12/31/2018
Capital_Expenditures,448.4,462.0,410.7,166.7,166.7,0.0
Cash_from_Operations,50.6,31.5,12.7,6.1,6.1,8.9
Diluted_EPS,0.161,0.079,0.024,-0.331,-0.331,-0.835
Goodwill_Intangibles,151.0,124.8,75.0,28.8,32.8,32.8
LT_Debt,494.2,238.3,174.1,173.9,243.2,243.2
Net_Income,8.1,3.0,0.7,-8.0,-8.0,-20.3
Revenue,96.3,59.1,33.7,20.3,20.3,23.8
Shares_Diluted,50.4318,38.6726,28.2035,24.2976,24.2976,24.2976
Total_Assets,1605.7,1068.4,725.8,433.9,333.1,333.1
Total_Liabilities,556.9,289.3,231.7,269.4,250.3,250.3
