AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,13.5,5.3,0.3,1.2,3.5,1.8
Cash_from_Operations,-240.5,203.9,6.0,-39.7,-1.8,12.9
Diluted_EPS,0.401,1.651,-0.195,-0.927,0.11,0.337
Goodwill_Intangibles,12.4,2.9,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,68.9,283.5,-30.5,-146.6,17.4,53.3
Revenue,620.6,706.8,63.5,201.6,383.4,185.4
Shares_Diluted,171.8595,171.7438,156.3803,158.1481,158.1481,158.1481
Total_Assets,676.6,798.3,146.9,140.5,198.8,170.5
Total_Liabilities,76.3,308.1,85.6,42.3,164.7,49.0
