AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-17.3,-9.1,-4.0,-0.5,-0.6,-0.5
Diluted_EPS,-3.103,-1.9,-0.866,-0.145,-0.12,-0.115
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.5,0.0,0.0
Net_Income,-25.3,-14.5,-5.5,-1.0,-0.7,-0.7
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,8.1623,7.6263,6.309,6.8455,5.9273,5.9273
Total_Assets,36.0,46.0,8.1,1.1,0.1,0.4
Total_Liabilities,7.7,1.5,0.6,2.6,0.6,0.5
