AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.1,0.1,0.0,0.0,0.0,0.0
Cash_from_Operations,-15.4,-13.7,-4.4,-1.3,0.7,-2.5,-0.5
Diluted_EPS,-1.362,0.864,-1.579,-0.686,-0.503,-1.011,-0.595
Goodwill_Intangibles,17.6,17.4,17.3,17.0,18.3,18.3,
LT_Debt,0.0,0.0,1.5,0.0,7.5,10.9,0.0
Net_Income,-16.9,8.7,-13.0,-4.2,-2.7,-4.4,-1.7
Revenue,3.6,9.9,23.3,35.8,30.3,5.1,3.4
Shares_Diluted,16.0267,12.3779,10.1214,8.2539,6.1962,5.4147,4.3617
Total_Assets,20.2,23.1,23.6,26.9,26.9,28.2,3.9
Total_Liabilities,7.7,9.0,17.7,18.1,23.0,22.5,0.8
