AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,,6.0,3.0,1.7,2.6,1.1
Cash_from_Operations,,-23.9,-1.6,5.7,-9.6,-2.2
Diluted_EPS,-0.485,-0.559,-0.312,-0.138,0.038,0.032
Goodwill_Intangibles,3.2,4.5,4.4,6.5,6.6,
LT_Debt,7.2,9.3,10.0,12.5,3.4,0.0
Net_Income,-11.0,-12.7,-5.3,-15.5,4.3,3.6
Revenue,235.3,194.7,164.3,147.8,184.9,141.1
Shares_Diluted,22.6535,22.6535,16.9915,112.829,112.829,112.829
Total_Assets,146.8,174.1,161.4,87.9,86.8,
Total_Liabilities,89.7,104.1,77.8,87.1,73.4,
