AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-7.4,-0.8,5.3,-2.8,4.2,9.5,-13.6
Diluted_EPS,-1.375,-1.12,-1.683,-1.299,-0.931,-0.554,-1.031
Goodwill_Intangibles,1.6,1.6,1.6,1.6,1.7,1.9,2.0
LT_Debt,30.2,22.4,24.9,16.6,10.3,0.0,0.0
Net_Income,-20.5,-16.7,-25.0,-19.3,-13.8,-8.2,-15.3
Revenue,163.3,176.3,147.7,135.1,123.7,115.6,112.7
Shares_Diluted,14.875,14.875,14.875,14.875,14.875,14.875,14.875
Total_Assets,770.1,788.0,768.8,721.8,655.0,666.4,654.4
Total_Liabilities,658.7,615.1,573.5,509.4,482.8,470.2,451.4
