AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.4,1.9,0.4,0.6,5.3,2.0,1.0
Cash_from_Operations,20.6,54.8,16.9,2.3,-9.1,-31.3,0.7
Diluted_EPS,0.885,-0.218,0.75,0.734,0.163,2.476,0.441
Goodwill_Intangibles,74.4,82.2,2.3,2.9,3.5,1.4,0.3
LT_Debt,28.2,142.1,18.5,20.5,29.7,19.0,16.0
Net_Income,16.9,-3.8,7.2,5.1,1.0,10.3,1.8
Revenue,91.4,80.4,43.0,38.7,33.3,23.4,17.7
Shares_Diluted,19.0711,17.5566,9.5968,6.999,6.2235,4.1543,4.0765
Total_Assets,2374.6,2266.5,1150.0,1027.0,946.8,691.4,499.9
Total_Liabilities,2060.5,1971.8,1017.7,941.2,853.9,631.8,451.3
