AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.0,0.3,,0.3,0.6,0.5,0.2
Cash_from_Operations,-22.6,-27.6,,-33.2,-18.5,-5.5,-1.9
Diluted_EPS,-25.982,-247.972,,,-83.51,-38.494,-9.105
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,1.6,0.3,0.6,0.0,0.1
Net_Income,-26.9,-25.1,-36.0,-57.0,-30.8,-17.8,-4.2
Revenue,,0.0,0.3,1.3,6.3,5.9,6.0
Shares_Diluted,1.034,0.1011,0.034,0.0105,0.3692,0.4615,0.4615
Total_Assets,16.8,21.0,33.4,44.1,74.0,11.3,5.8
Total_Liabilities,7.6,7.4,12.3,10.9,7.3,18.9,6.2
