AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,5.3,4.5,4.8,2.1,0.5,1.6,1.0,0.6
Cash_from_Operations,24.0,5.2,12.1,3.0,5.7,6.0,0.5,3.8
Diluted_EPS,,0.712,0.878,0.479,0.452,0.298,0.114,0.193
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,,13.1,16.1,8.8,8.3,4.8,1.8,2.9
Revenue,240.3,173.4,141.4,89.0,72.7,59.4,42.7,28.1
Shares_Diluted,18.3296,18.3296,18.3296,18.3296,18.3296,16.0151,15.5869,15.2948
Total_Assets,144.0,98.6,71.2,55.9,37.7,31.0,19.9,17.2
Total_Liabilities,48.4,33.7,18.6,16.7,9.2,9.2,10.7,14.4
