AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.0,0.7,0.2,2.0,0.2,0.0,0.0
Cash_from_Operations,-75.9,-102.6,-91.2,-73.5,-41.2,-15.9,-11.2
Diluted_EPS,-2.187,-1.28,-2.975,-2.303,-1.504,-0.587,-0.523
Goodwill_Intangibles,3.0,1.7,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-95.6,-55.3,-119.3,-81.0,-43.3,-19.2,-17.1
Revenue,65.3,34.9,20.8,,,,
Shares_Diluted,43.7037,43.1818,40.1185,35.1835,28.7724,32.627,32.627
Total_Assets,141.5,212.8,132.0,216.4,151.9,92.1,17.3
Total_Liabilities,32.2,32.7,26.2,17.5,11.4,10.0,5.2
