AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,192.2,136.8,241.8,164.9,0.0,0.0
Cash_from_Operations,248.1,229.9,218.2,173.4,0.0,0.0
Diluted_EPS,0.861,0.742,0.643,0.416,0.136,0.033
Goodwill_Intangibles,3.6,4.3,8.1,11.0,0.0,
LT_Debt,688.0,569.9,424.0,0.0,0.0,0.0
Net_Income,35.0,32.5,28.1,63.0,20.7,4.9
Revenue,396.3,423.9,447.7,184.5,39.3,10.6
Shares_Diluted,40.682,43.739,43.622,151.5152,151.5152,151.5152
Total_Assets,1921.1,1808.6,1636.4,604.0,299.6,95.7
Total_Liabilities,1569.3,1421.7,896.9,76.9,7.0,3.0
