AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.1,0.1,2.5,1.2,1.7,1.0,0.5
Cash_from_Operations,7.3,6.2,3.1,5.3,5.4,2.4,3.4
Diluted_EPS,3.45,3.115,2.445,2.454,1.419,1.127,0.917
Goodwill_Intangibles,0.0,0.0,0.1,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,5.3,4.8,3.5,3.5,2.0,1.4,1.0
Revenue,21.3,20.5,19.2,18.1,16.0,13.9,11.4
Shares_Diluted,1.5315,1.5317,1.441,1.4206,1.4206,1.235,1.1264
Total_Assets,585.0,549.4,462.7,426.8,407.8,367.0,316.1
Total_Liabilities,533.5,500.6,419.6,391.1,374.9,336.2,291.4
