AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,79.0,34.8,260.7,86.7,35.0,7.3,4.4
Cash_from_Operations,225.6,102.3,140.0,79.5,90.8,61.8,49.9
Diluted_EPS,-2.546,-1.287,-3.464,-1.253,-1.315,1.754,0.866
Goodwill_Intangibles,187.5,230.6,342.4,420.5,460.6,65.0,12.2
LT_Debt,517.6,1382.5,1266.1,614.3,0.0,0.0,0.0
Net_Income,-181.0,-91.8,-243.0,-81.7,-76.5,73.2,36.4
Revenue,1621.9,1595.7,1320.0,870.7,641.7,394.8,217.1
Shares_Diluted,71.1085,71.3054,70.1549,65.1602,58.1424,44.5762,41.9971
Total_Assets,7296.7,9011.2,7770.1,4515.1,1971.5,554.3,320.1
Total_Liabilities,5790.9,7332.4,6061.4,3075.6,710.6,244.3,97.5
