AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,37.6,53.7,55.1,103.2,83.0,67.1,59.8
Cash_from_Operations,255.0,114.9,135.1,143.8,348.4,491.0,157.2
Diluted_EPS,-1.722,-0.763,-0.839,-2.324,-0.979,-0.793,-0.795
Goodwill_Intangibles,1459.4,1560.6,1612.6,1783.5,2071.1,1571.9,1721.3
LT_Debt,638.2,755.6,760.2,764.7,769.3,175.6,243.1
Net_Income,-213.8,-94.2,-103.2,-284.6,-133.9,-111.5,-111.2
Revenue,1390.7,1322.4,1327.0,1292.0,1416.1,1372.3,1378.6
Shares_Diluted,124.153,123.4449,122.9491,122.4185,136.7601,140.5947,139.9287
Total_Assets,2513.2,2495.1,2563.6,2731.5,3121.9,2990.6,2910.4
Total_Liabilities,1946.8,1726.7,1768.4,1851.4,1923.6,1231.0,1060.1
