AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,25.1,12.4,11.5,3.8,2.0,0.4
Cash_from_Operations,117.7,15.0,-71.2,-48.1,-41.5,-30.3
Diluted_EPS,5.702,-0.26,-1.986,-2.138,-1.528,-1.138
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,24.2,11.6,13.3,7.2,13.4,0.0
Net_Income,216.0,-9.1,-65.7,-51.1,-41.1,-30.6
Revenue,489.7,237.1,67.8,42.9,12.3,1.7
Shares_Diluted,37.8816,35.0981,33.0881,23.9048,26.9068,26.9068
Total_Assets,646.1,345.7,272.0,231.9,53.4,59.3
Total_Liabilities,134.8,103.9,46.4,39.3,23.2,5.1
