AAII_YR_DATA,11/30/2021,11/30/2020,11/30/2019,11/30/2018,11/30/2017,11/30/2016,11/30/2015,11/30/2014,11/30/2013
Capital_Expenditures,60.4,161.5,194.6,227.9,198.9,243.0,234.2,249.7,241.5
Cash_from_Operations,300.9,272.7,342.5,329.5,212.4,353.0,219.2,304.0,259.7
Diluted_EPS,1.999,1.264,2.039,1.948,1.888,1.77,1.744,1.568,1.5930000000000002
Goodwill_Intangibles,103.8,118.1,77.4,49.1,65.2,44.3,68.9,29.9,25.3
LT_Debt,235.1,530.0,446.5,315.7,393.6,205.0,127.5,175.9,156.0
Net_Income,140.5,90.4,145.8,142.9,141.2,133.3,132.4,118.2,119.3
Revenue,3174.9,4142.6,4256.6,4473.5,4381.2,4308.0,4288.2,4892.1,5034.9
Shares_Diluted,70.277,71.5205,71.521,73.368,74.761,75.318,75.8915,75.3515,74.861
Total_Assets,2971.8,3543.4,3465.6,3273.9,3269.8,3010.1,2909.5,3155.8,3175.9
Total_Liabilities,1055.8,1673.3,1628.3,1508.6,1503.6,1351.7,1248.6,1431.6,1427.8
