AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,6.7,9.1,10.4,,,
Cash_from_Operations,-0.3,18.8,17.0,-0.5,-0.5,0.0
Diluted_EPS,-0.835,0.062,-0.269,-0.053,0.104,0.0
Goodwill_Intangibles,104.8,142.8,91.4,,,
LT_Debt,254.6,215.5,193.6,0.0,0.0,0.0
Net_Income,-32.0,2.2,-8.7,-1.3,2.6,0.0
Revenue,391.1,427.9,332.9,,,
Shares_Diluted,38.252,35.764,32.335,25.0,25.0,37.5
Total_Assets,227.3,246.6,202.4,207.2,203.8,0.4
Total_Liabilities,274.4,272.8,253.6,11.9,7.1,0.4
